Symbol	human_si_Untr._24h_1	human_si_Untr._24h_2	human_si_Untr._24h_3	human_si_Untr._72h_1	human_si_Untr._72h_2	human_si_Untr._72h_3	human_si_X1000uM_24h_1	human_si_X1000uM_24h_2	human_si_X1000uM_24h_3	human_si_X1000uM_72h_1	human_si_X1000uM_72h_2	human_si_X1000uM_72h_3
CAPN8	9.610663019	9.755671561	9.698009728	9.295230944	9.254490392	9.391637274	9.995023697	10.04951735	9.620018334	9.18668301	9.485073618	9.479241848
CAPNS1	11.18224114	11.77773709	11.58603558	11.56528315	11.81068989	11.72612022	11.76384075	11.86831764	11.67595441	11.58490438	11.6107344	11.19043326
CAPRIN1	10.79466452	10.85129776	10.74899615	10.87013228	10.61171119	10.72859541	10.37877833	10.15451969	10.75573497	10.94448646	10.87054118	10.68145613
CAPRIN2	9.318256063	9.510710219	9.309262711	9.311888192	9.249205287	9.124148787	9.427311999	9.404597404	9.543367282	8.838529897	8.821407028	8.9577086
CAPS	6.649757801	6.908905723	7.011777779	7.587627047	8.056498255	7.978414375	6.782362495	6.890656078	6.719258851	7.330735315	7.830958904	7.397407769
CAPS2	5.156958988	5.502317199	5.325146696	5.028932371	5.205297488	5.314304774	5.508808646	5.369013222	5.173921216	5.003929416	5.522356808	5.504670408
CAPZA1	10.35549051	10.34201139	10.05583153	10.44266	10.03991468	10.11196614	10.22316498	9.809912234	10.21286364	10.24867607	10.40715166	10.0406126
CAPZA2	9.068230474	8.685601567	8.336443671	8.195719076	7.721661482	7.375148869	9.301977068	8.755103114	9.058915752	9.18668301	9.476034213	8.937503645
CAPZB	9.98782518	10.01029815	9.787328688	10.01914398	9.867985798	9.933869764	9.917507312	10.052419	9.89445627	9.999754643	9.760374126	9.755751891
CARD10	8.582981344	8.565811471	8.851180266	8.723848833	9.251850267	9.166080283	8.675402477	9.322783213	8.796589404	8.825036223	8.787656268	8.964380931
CARD11	9.008489943	9.595551645	9.413402716	9.244070009	9.549219035	9.589392767	9.080489797	9.091008875	9.09161326	8.106759348	8.115210994	7.890701057
CARD19	8.524045305	9.019845751	8.972586968	9.425572135	9.646852602	9.4044276	8.82349693	9.071091089	9.080796509	9.569991614	9.597696485	9.342649337
CARD6	5.680471903	5.845866083	5.97301989	5.545497623	5.622910931	5.523390033	6.513234226	6.196881687	6.248774567	6.679378371	7.15885827	6.692645922
CARD8	6.953144079	6.824947472	7.206350838	6.893555222	6.776130802	6.850216011	6.500161614	6.465969215	6.644181042	6.8372354	6.543978316	6.709379584
CARF	6.333693986	6.231119676	6.533302396	5.978683472	6.054026608	6.417081696	6.513234226	6.671868297	6.628633605	6.523680881	6.301971632	6.452854198
CARHSP1	9.7602123	10.14873545	9.960023404	10.54975632	10.64525506	10.44760285	9.970758095	10.16662106	9.973974147	10.77863344	11.02094524	10.56906246
CARM1	9.314608505	9.668437914	9.712486103	9.383423055	9.766286745	9.71530888	9.557498664	10.07969717	9.73475983	9.678844395	9.302795023	9.54963042
CARMIL1	9.041985164	9.133594901	9.113936152	8.496589251	8.588793145	8.625068299	8.491683534	8.330157984	8.376817815	8.121614522	8.410341219	8.087982501
CARMIL2	5.156958988	5.104785014	5.361006088	5.409610578	5.205297488	5.314304774	5.144017055	5.468595689	5.103358806	6.037910368	6.941869631	6.255459514
CARMIL3	5.257175537	5.430201746	5.490192603	5.24586168	5.968802415	5.583037304	5.026411212	5.369013222	5.349161644	5.435239099	5.740902356	5.504670408
CARNMT1	7.208672439	6.978298524	6.87653613	6.812538475	6.541817085	6.470156279	7.446387022	6.83574314	7.273379598	6.346334075	6.387939001	6.742221583
CARNS1	5.950262831	5.938657394	5.896888031	5.768435405	5.775457501	5.742132367	5.242354157	5.557676529	5.446631898	5.116698907	5.313469428	5.216106405
CARS-AS1	6.033716682	5.502317199	5.519608274	5.457362244	5.388201981	5.459416468	5.540689791	5.782913148	5.533861656	5.293568379	5.313469428	5.344776278
CARS1	9.352454427	9.158614294	9.142753039	9.489708405	9.189750411	9.17730711	8.69173114	8.689354948	8.479470607	9.580720296	9.735346918	9.127805713
CARS2	8.662770131	8.739176242	9.000416637	8.280728533	8.400880938	8.25892599	9.178238868	9.197195379	9.011282925	8.255512551	8.318580522	8.541712084
CASC3	9.270101035	9.051366592	9.002383999	9.064691075	9.178671373	9.423402498	9.227528099	9.451543031	9.313372988	9.758950694	9.7628531	9.612501812
CASC4	9.288813394	9.583293596	9.517403086	9.309520357	9.404639644	9.339308194	9.338668026	8.848400291	9.422293636	9.828100712	10.02483931	9.828770904
CASC9	5.651985478	5.467026739	5.814980432	4.495114043	5.047412143	5.133006537	5.985679064	5.879061071	5.446631898	5.367624874	4.865006106	5.344776278
CASD1	5.708149627	5.630947184	5.836058434	5.734639364	5.489816701	5.523390033	5.923495165	5.468595689	5.6132839	5.758335747	5.690757925	5.71983774
CASK	10.25259596	9.907155432	10.04729365	9.7012901	9.622547074	9.469773587	9.94040814	9.599802364	9.929504143	9.583390024	9.359614645	9.554055609
CASKIN1	5.761296011	6.160027668	5.814980432	5.734639364	6.485572291	6.685004447	5.508808646	5.713448913	5.6132839	5.497728652	5.788666863	5.863396605
CASKIN2	8.472461385	8.468900657	8.614227167	8.492408958	8.769752446	8.780592874	8.273629794	8.588724758	8.571385187	8.29531171	8.466365258	8.050657053
CASP10	8.174212441	8.057294091	7.879330977	8.00878272	7.881842145	8.171420272	8.678136865	8.66675163	8.4544897	8.657452448	8.9749212	8.813615917
CASP16P	5.651985478	5.467026739	5.287482752	5.028932371	5.536404141	4.86539165	5.242354157	5.369013222	5.295417877	4.495114043	4.495114043	5.216106405
CASP2	9.202622076	9.394476587	9.395564061	9.569030318	9.523193177	9.555398839	8.872038643	8.891246857	9.09161326	9.314364955	9.535251893	9.252915438
CASP3	7.69249201	6.997487635	6.911640044	6.969958971	6.485572291	6.417081696	7.331165573	7.043112953	7.172907115	7.356404997	7.5925416	7.387350775
CASP4	7.43778379	7.233136952	7.192326151	8.032093445	7.846997813	7.375148869	7.288104131	7.06693536	7.224058564	7.68366549	7.762566926	7.59341806
CASP6	6.561568446	6.26514662	6.319947575	6.551674106	6.081072219	5.835625945	6.648888043	6.349010834	6.161023325	6.780221979	6.442120032	6.851148918
CASP7	8.55536632	8.424778551	8.109747415	8.492408958	8.37190227	8.481185908	8.907397544	8.71160753	8.66139605	8.672609149	8.594735236	8.435055504
CASP8	7.932287912	7.755280638	7.81310456	7.657124259	7.422026179	7.734654185	8.628101793	8.616519923	8.516143008	8.760332163	8.935854799	8.923874057
CASP8AP2	6.379687822	6.064673891	6.159210402	6.155375863	5.580676222	5.583037304	6.824017556	6.573026427	6.644181042	6.499818747	6.442120032	6.512294238
CASP9	6.720871098	6.929099309	6.654468537	6.86709116	6.934898081	6.925723429	5.94461459	6.369280213	6.161023325	6.450708188	6.301971632	5.989854415
CASR	6.148458548	5.660500551	5.793467937	5.586485709	5.622910931	5.459416468	5.879986941	5.51426643	5.491348921	6.037910368	6.037364534	5.92845143
CAST	11.74765077	11.71737033	11.33416258	11.60632418	11.49615071	11.53383679	11.52049245	11.41350706	11.54801725	11.40584687	11.3873127	11.3336152
CASTOR1	6.94341567	7.42735891	6.849591469	7.85371751	8.228307026	8.148678082	5.711792269	6.100416671	6.425761623	6.139138607	6.638340408	6.076089409
CASTOR2	6.466886133	6.465962051	6.437387882	5.863644903	5.968802415	5.961993602	6.951074804	6.877137524	6.883742676	7.043764142	6.88644555	7.058453662
CASTOR3	6.148458548	5.717033674	6.220170459	6.178560095	6.680804214	6.470156279	6.500161614	6.173494255	6.547969381	6.399609938	6.568223035	6.550435381
CASZ1	8.80755396	8.832916733	8.868548707	8.691426573	8.927116923	9.203167203	9.592630914	9.706843487	9.73475983	9.803129371	9.811557411	9.947855034
CAT	9.475140558	9.785398129	9.474152754	10.39325207	10.09393239	10.05027477	8.255392917	8.002150528	8.202529446	7.752417078	7.721945423	7.584680957
CATSPER2	6.66188153	6.298245902	6.52170078	6.082944203	5.876489001	6.001074576	6.513234226	6.671868297	6.350211748	5.662478027	5.458442836	6.103449645
CATSPER2P1	6.092507981	5.86982499	5.459737779	5.586485709	5.663334225	6.001074576	5.879986941	5.815951513	5.574434916	5.116698907	5.016807323	5.596769117
CATSPERG	5.680471903	5.391650354	5.287482752	5.11036386	5.271555237	5.133006537	5.286607293	5.557676529	5.237374367	5.497728652	5.313469428	5.757652763
CAV1	9.041985164	9.61675535	9.403023717	9.412394744	9.583204306	9.566819537	8.968929647	8.845050832	9.347599906	8.228349491	8.422982	8.136274074
CAV2	9.693004768	10.13516018	9.804321501	9.65543603	9.634751105	9.549654345	9.575171915	9.186658287	9.733035504	7.998188976	8.263372072	8.153969391
CAVIN1	7.941846221	8.498668824	8.781819982	7.737653398	8.26031651	8.21584416	7.907906125	8.032068804	8.026783805	6.780221979	7.095694511	6.725902922
CAVIN3	6.685796748	7.200680215	7.593458598	7.042275125	7.774623919	7.065134259	5.286607293	5.117702501	5.6132839	5.367624874	5.016807323	5.055885396
CBARP	5.494863372	5.717033674	5.490192603	5.502545825	5.908136665	5.961993602	5.144017055	5.254750996	5.491348921	5.003929416	4.865006106	4.820229161
CBFA2T2	8.838401776	8.716861883	8.585601407	8.998574676	8.773443552	9.150973544	9.135171379	9.595828355	9.080796509	9.352440192	9.29596044	9.436734252
CBFB	8.206211158	8.007371578	8.120707387	7.595520919	7.468959124	7.279347112	8.573320694	8.240963799	8.643104241	8.444268605	8.391168038	8.200109965
CBL	9.825705077	9.3927211	9.439752952	9.14659858	9.356309748	9.401240657	9.795948481	9.627317575	10.05762138	10.35399858	10.62028404	10.52130603
CBLB	8.363355015	8.372117356	7.675533995	8.783160864	8.546237686	8.406624078	8.14078569	7.707458384	8.130601923	8.950450366	8.991948838	8.860887935
CBLC	8.504918494	9.387441756	8.84241662	9.253956232	9.702019679	9.493907401	8.53459437	9.003633132	8.516143008	7.343629492	6.88644555	7.335944739
CBLL1	7.208672439	7.392058022	7.267753692	7.410662959	7.523273227	7.784908767	7.662917496	7.490481232	7.731684931	8.11420631	8.083635844	7.869376082
CBLN3	5.302263872	5.717033674	5.459737779	5.586485709	6.107498688	5.789938354	5.088297482	5.369013222	5.173921216	5.003929416	4.495114043	4.953933723
CBR1	10.05161659	9.695736495	9.609246544	9.729888795	9.356309748	9.295343689	9.453033973	9.436063966	9.576443724	9.371106621	8.966331112	9.157210392
CBR3	5.680471903	5.9161945	5.602447684	5.545497623	5.580676222	5.523390033	5.711792269	5.967289587	5.818407538	5.367624874	5.690757925	5.92845143
CBR3-AS1	6.285918199	6.298245902	6.111335708	6.10759118	6.322047028	6.54582478	7.166246378	6.994178306	6.934358153	7.223016898	7.332617361	7.108772754
CBR4	7.353524097	7.089565984	7.294191501	7.088433752	6.595699066	6.706821821	7.228521036	7.201759602	6.934358153	6.818500981	7.046329164	6.965653427
CBS	6.033716682	6.160027668	5.678505316	6.267043447	6.364980166	6.242755144	5.242354157	5.638749939	5.022832452	5.211053859	5.458442836	5.68052992
CBWD1	7.382181311	7.071641664	7.134750865	6.585214274	6.446644888	6.332997712	7.338214209	7.07869221	7.504903437	6.891912571	6.387939001	6.820926481
CBWD2	7.073638825	6.601238604	6.911640044	6.42682859	6.56002936	6.303650984	6.996918705	6.80741621	6.870784989	5.845910744	6.615386838	6.623485846
CBWD3	7.117283747	6.562131629	6.319947575	6.288187544	6.231388202	6.110829315	7.546772258	6.969032455	7.234064777	6.760660308	6.468360274	6.820926481
CBWD5	7.294371287	6.978298524	6.822092349	6.880388486	5.997932665	6.417081696	7.780496434	7.455276169	7.637868947	7.771460314	7.15885827	7.584680957
CBWD6	6.438486588	6.024213378	6.509992941	6.223616008	6.158620971	5.961993602	6.500161614	6.687636865	6.628633605	6.450708188	6.683069319	6.692645922
CBX1	8.051791418	7.777185273	8.117063429	7.463550865	7.227660674	7.065134259	7.546772258	7.699991831	7.292625435	7.663389922	7.411950801	7.436924841
CBX2	5.708149627	5.960670352	6.386553639	5.863644903	5.580676222	5.835625945	5.286607293	5.189870183	5.399378359	6.450708188	6.615386838	6.623485846
CBX3	7.286796429	7.217004148	7.395171832	6.893555222	6.697179224	6.389679591	7.258633798	7.055076238	7.463266735	6.499818747	6.543978316	6.658523749
CBX4	7.974802167	7.950832113	8.153090108	8.256247176	8.391286499	8.125566936	7.728263332	7.646587377	7.945122093	8.214571514	8.600305554	8.309325317
CBX5	11.0383487	11.27816504	11.60909223	10.59318795	10.78769146	10.8148768	10.07583996	10.00826874	10.04517121	9.545555798	9.742900835	9.547412715
CBX6	9.438750008	9.908383911	10.50417976	9.157175379	10.0566359	9.831098493	9.705248112	10.16394064	9.920443075	9.509511094	9.872507416	9.930947909
CBX7	6.913802	7.241133128	7.08992456	7.480743961	7.698340056	7.734654185	6.446483697	6.994178306	6.644181042	7.478096238	7.449984012	7.925544665
CBX8	6.252997043	6.26514662	6.533302396	6.388770011	6.776130802	6.61727949	6.824017556	7.113367285	7.064501416	7.223016898	7.346158138	7.019456273
CBY1	7.542754619	7.448118073	7.419310903	7.154873236	7.001297079	6.361662285	7.101012769	6.890656078	6.659545167	6.232324563	5.740902356	5.829324458
CC2D1A	8.876052239	9.205384675	9.380527762	8.916867167	9.336514054	9.603323457	8.156609597	8.747944809	8.172146789	7.632418079	7.424744174	7.749873937
CC2D1B	7.956064012	7.979383261	8.242707678	7.603370656	7.818491228	7.871095491	8.225720283	8.418631436	8.130601923	7.180351756	7.079437096	7.204181226
CC2D2A	5.950262831	6.178202347	6.52170078	6.155375863	6.25469469	6.417081696	5.834640369	5.713448913	5.446631898	5.610758843	5.389264618	5.71983774
CCAR1	8.309196027	8.221389238	8.427345195	8.169720564	8.00694995	8.062037635	9.184013043	8.704228298	8.938235464	8.975085174	9.42684149	9.239234275
CCAR2	9.598720189	9.442780692	9.892772537	9.318968409	9.604044922	9.580969213	9.736992806	9.889965518	9.777210594	9.975578874	9.906532716	9.716819818
CCDC106	5.836162632	5.770523945	6.319947575	5.978683472	6.466258151	6.417081696	5.601251733	5.847976331	5.686491206	6.290659202	5.522356808	5.829324458
CCDC107	7.663793247	7.495388269	7.5828537	8.406131425	8.630121059	8.25892599	7.576721685	7.787083208	7.674695309	8.702450247	8.447933281	8.415667009
CCDC110	5.811802196	5.214393411	5.395278445	5.663404287	5.580676222	5.921484333	5.328296633	5.676816184	5.295417877	5.367624874	5.389264618	5.344776278
CCDC113	7.000762819	6.700108773	6.937379284	6.308971673	6.406478201	6.640247607	6.118682243	6.590032076	6.330584148	6.232324563	5.522356808	6.048063886
CCDC114	5.680471903	5.308363269	5.247741154	5.625727942	5.810229909	5.879413567	5.026411212	5.314086256	5.349161644	5.003929416	5.016807323	5.344776278
CCDC115	7.988695239	8.256717305	8.117063429	8.691426573	8.77712519	8.591831479	8.14078569	8.162124316	8.504022959	8.802261022	8.821407028	8.624196781
CCDC117	7.681082594	7.225094149	7.233978936	7.506143415	7.260221965	7.537263433	7.345227223	7.284816081	7.553284998	7.653141553	7.523076703	7.677925214
CCDC12	7.03768887	7.184160362	7.528591987	7.64197464	7.767178437	7.617351954	7.944909981	8.020176974	7.871178995	8.268902612	8.213248294	7.883628342
CCDC120	8.174212441	8.608886142	8.664852972	8.479794326	9.225179071	9.608858223	8.482318593	8.762225885	8.555817922	8.12898439	8.091595546	8.282794943
CCDC122	5.859972537	5.845866083	5.836058434	5.625727942	5.489816701	5.691943783	5.834640369	5.713448913	5.686491206	5.497728652	5.581949321	5.829324458
CCDC124	7.561589272	7.809418253	8.156643163	7.973083362	8.35225155	8.444390686	7.931146435	8.276315571	7.871178995	8.371729682	8.605854304	8.069442198
CCDC125	7.346266475	6.939083677	6.995594557	6.755653795	6.697179224	7.206614345	7.452876842	7.507756714	7.30214891	7.011460802	6.726321289	7.26061683
CCDC126	5.950262831	5.74413337	5.628482171	5.863644903	5.332135462	5.459416468	5.811215584	5.713448913	6.015737199	5.887105313	6.07389105	6.181883923
CCDC127	8.047376267	7.825263252	8.098702409	7.64197464	7.549659694	7.628429135	8.255392917	8.256221913	8.049278789	7.854115009	7.923260967	7.96625748
CCDC130	8.26813212	8.614935311	8.603883841	8.898061107	9.080885539	8.994715084	9.225663261	9.678942682	9.242375603	9.653663341	9.952857585	9.68489844
CCDC134	6.033716682	6.064673891	6.263939004	5.978683472	6.107498688	5.961993602	5.879986941	6.264423576	5.907390931	5.610758843	5.228988132	5.454735935
CCDC137	6.574540969	6.746879434	6.987429917	6.349513909	6.504597278	6.145214711	6.34665694	6.821654953	6.547969381	5.711565071	5.788666863	6.324819569
CCDC138	5.836162632	5.717033674	6.306184001	5.663404287	5.536404141	5.133006537	5.787251967	5.815951513	5.574434916	5.662478027	5.690757925	5.863396605
CCDC14	8.960245086	8.78010268	8.844612552	8.727406481	8.419878827	8.591831479	8.340880282	8.36339397	8.620841451	8.682625335	8.531988205	8.611484431
CCDC142	6.697592587	6.83573505	6.87653613	6.534570228	6.466258151	6.570085339	7.516168735	7.772936049	7.273379598	6.679378371	6.867450709	6.77426629
CCDC144A	5.92838292	6.024213378	5.991260815	5.663404287	5.489816701	5.229741062	6.06356083	5.995196965	5.96288705	5.435239099	5.960577639	5.596769117
CCDC146	5.786858642	5.568902415	5.653819397	5.893565225	5.536404141	5.523390033	5.441296273	5.468595689	5.295417877	5.367624874	4.865006106	5.639570305
CCDC149	6.252997043	6.084380771	6.360339203	6.057759836	6.026326407	6.110829315	5.65810855	5.909270693	5.96288705	6.00207924	5.999626877	5.794109822
CCDC150	5.622627207	5.600442208	5.575664236	5.24586168	5.131580445	5.390172783	5.475720411	5.815951513	5.446631898	5.367624874	5.132349363	5.055885396
CCDC153	5.651985478	5.467026739	5.361006088	5.545497623	5.622910931	6.001074576	5.286607293	5.254750996	5.022832452	5.116698907	4.495114043	5.055885396
CCDC157	5.992766238	5.600442208	6.044273591	5.304536674	5.968802415	6.211118545	6.254173507	6.022427029	5.907390931	5.293568379	5.637909129	5.896413411
CCDC159	6.424043323	6.392510565	6.533302396	6.633947385	6.595699066	6.997220548	6.526174362	6.890656078	6.547969381	6.636767051	7.062983662	7.058453662
CCDC163	5.528546732	5.86982499	5.814980432	5.586485709	5.810229909	5.879413567	5.405382363	5.51426643	5.295417877	6.232324563	7.143338232	6.472978382
CCDC167	5.423245053	5.689174824	5.490192603	5.893565225	6.026326407	5.390172783	5.195047774	5.369013222	5.103358806	5.758335747	5.389264618	5.283326484
CCDC17	6.148458548	5.600442208	5.702581001	5.768435405	6.364980166	5.835625945	5.601251733	5.847976331	5.574434916	5.758335747	5.132349363	5.504670408
CCDC170	6.184332222	5.600442208	5.814980432	5.699665492	5.876489001	5.691943783	5.571472997	5.713448913	5.349161644	4.855828126	5.132349363	5.055885396
CCDC174	7.580174275	7.035070072	7.05920183	7.664638334	7.194311785	7.176411343	7.166246378	7.419160133	7.108899511	6.891912571	7.095694511	7.204181226
CCDC18	5.302263872	5.893258698	5.726083342	5.181710731	5.622910931	6.110829315	5.65810855	5.815951513	5.349161644	4.495114043	4.865006106	5.757652763
CCDC180	5.494863372	5.568902415	5.628482171	5.358858963	5.810229909	5.691943783	4.871853062	4.937044741	4.800921	4.495114043	4.865006106	4.495114043
CCDC183	7.542754619	8.048346699	7.748363065	7.87969619	7.736997524	8.475118697	7.27344748	7.274703112	7.172907115	7.923740766	7.219242564	8.050657053
CCDC183-AS1	6.673893776	6.407548521	6.347021475	6.057759836	6.364980166	6.685004447	6.404672728	6.389224314	6.497025417	6.10636831	6.271926561	7.071208448
